id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
420,Hotel Anfield,"bar, pub with music",no,23 Anfield Road,Liverpool,L40TE,https://www.hotelanfield.com/,8006891267,stay@hotel.anfield.com,https://www.facebook.com/hotelanfield/,https://twitter.com/hotelanfield?lang=en,Petal Ventures Limited,,,,NA,,Liverpool,England,Occasional event space,,,,53.43344,-2.96343,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,https://www.instagram.com/wearehotelanfield/,,,,,,,,,,,NA,
421,The Grove,"bar, pub with music",No,145 Breckfield Road,Liverpool,L54QT,NA,1512638825,NA,https://www.facebook.com/grovebreckfield/?locale=en_GB,NA,Punch Taverns Limited,,,,NA,,Liverpool,England,Covers gigs,,,,53.42515,-2.96444,,11:00:00,23:00:00,11:00:00,23:30:00,NA,NA,,,,,,https://www.instagram.com/thegroveanfield/,,,,,,,,,,,NA,
422,The Dealers Arms,"bar, pub with music",no,St Marys Road,Garston,L192NL,https://dealersarmsgarston.co.uk/,1514279690,dealersarmsgarston@gmail.com,https://www.facebook.com/TheDealersArms/?locale=en_GB,NA,,,,,NA,,Liverpool,England,Covers gigs,,,,53.3548,-2.90126,,09:00:00,00:00:00,09:00:00,00:00:00,NA,NA,SUN/10:00/23:30,,,,,https://www.instagram.com/thedealersarmsl19/?hl=en-gb,,,,,,,,,,,NA,
423,House of Ivy,"bar, pub with music",no,663 Lord Street,Southport,PR90AW,NA,1704510103,houseofivysouthport@gmail.com,https://www.facebook.com/houseofivysouthport,NA,,,,,NA,,Southport,England,"Live DJ, sax",,,,53.65195,-2.99942,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,Closed MON/TUE/WED,,,,,https://www.instagram.com/houseofivysouthport/,,,,,,,,,,,NA,
424,Southport Market,Rest,no,King Street,Southport,PR81LA,https://southportmarket.com/,NA,tourism@sefton.gov.uk,https://www.facebook.com/southportmarket/,https://twitter.com/spt_mkt,,,,,https://southportmarket.com/information/,,Southport,England,Covers gigs,,,,53.6461,-3.00687,,10:00:00,21:00:00,10:00:00,22:00:00,NA,NA,Closed MON/TUE/WED; SUN/10:00/18:00,,,,,https://www.instagram.com/southportmarket/?hl=en,Local Authority ,,,,,,,,,,NA,
425,The Belvedere Arms,"bar, pub with music",No,5 Sugnall Street,Liverpool,L77EB,https://www.belvedereliverpool.com/,1517090303,info@belvedere.com,https://www.facebook.com/belvedereliverpool,https://twitter.com/belvederelpool,Mr John Patrick Ronan,,,,NA,,Liverpool,England,Covers gigs,,,,53.40015,-2.96963,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,1836,NA,
426,The Red Lion,"bar, pub with music",No,36 Slater Street,Liverpool,L14BX,https://www.redlionpubliverpool.com/,NA,redlionpub@gmail.com ,https://www.facebook.com/redlionpub1936,NA,Mr Robert Sean Gutmann,,emailed,,NA,,Liverpool,England,Covers gigs,,,,53.40207,-2.98041,,12:00:00,00:30:00,11:00:00,03:30:00,NA,NA,THU/12:00/01:30; SUN/11:00/00:30,,,,,https://www.instagram.com/redlionpubliverpool/?hl=en,,,,,,,,,,2022,NA,
427,The Lockinn Bar & Restaurant ,"bar, pub with music",No,51 Blessington Road,Anfield,L40RY,https://www.the-lockin-bar-bb.com/,1512648220,thelockinbar@gmail.com,NA,NA,,,,,NA,,Liverpool,England,Covers gigs,,,,53.43253,-2.96649,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,NA,,,,,,,,,,,NA,
428,The Waterpudlian ,"bar, pub with music",no,99 South Road,Waterloo,L220LR,NA,1512456912,NA,https://www.facebook.com/thewaterpudlian/,NA,,,,,NA,,Liverpool,England,Covers gigs,,,,53.47541,-3.02509,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,THU/12:00/00:00,,,,,NA,,,,,,,,,,,NA,
429,The Excelsior ,"bar, pub with music",no,121-123 Dale Street,Liverpool,L22JH,https://www.excelsiorliverpool.co.uk/,1513529544,info@excelsiorliverpool.co.uk,https://www.facebook.com/theexcelsiorliverpool/,https://twitter.com/TheExcelsiorLi1,Punch Taverns Limited,,,,NA,,Liverpool,England,Covers gigs,,,,53.40954,-2.985,,12:00:00,22:30:00,12:00:00,23:00:00,NA,NA,SAT/11:00/23:00; SUN/12/22:30,,,,,https://www.instagram.com/excelsior_liverpool/,,,,,,,,,,,NA,
430,The Scholar ,rest,No,Roscoe Street,Liverpool,L12SU,NA,1517086586,NA,https://www.facebook.com/ScholarLiverpool/,NA,,,,,NA,,Liverpool,England,Covers gigs,,,,53.40284,-2.97397,,12:30:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/scholarliverpool/?hl=en,Public House,,,,,,,,,,NA,
431,Halton Royal British Legion,Social,No,Castle Road,Halton,WA72BE,https://www.haltonrbl.co.uk/,1928572131, haltonrbl@gmail.com,https://www.facebook.com/HALTONRBL/?view_public_for=106142916117997,NA,,,,,NA,,Runcorn ,England,Covers gigs/ tribute acts ,,,,53.33114,-2.69472,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,THU/SUN/ 12/23:30,,,,,NA,,,,,,,,,,,NA,
432,The Castle (Function Room),"bar, pub with music",No,Castle Road,Halton,WA72BE,https://www.thecastlehalton.co.uk/,1928564206,info@thecastlehalton.co.uk,https://www.facebook.com/thecastlehalton,https://twitter.com/thecastlehalton,,Charlie Lock,info@thecastlehalton.co.uk,,NA,,Runcorn ,England,Covers gigs,,,,53.33304,-2.69566,,12:00:00,22:00:00,12:00:00,00:00:00,NA,NA,,,70,,,https://www.instagram.com/thecastlehalton/,,,,,,,,,,2021,NA,
433,Norton Priory Museum & Gardens,other,No,Tudor Road,Windmill Hill,WA71SX,https://www.nortonpriory.org/,1928569895,info@nortonpriory.org,https://www.facebook.com/NortonPriory,https://twitter.com/NortonPriory,,,,,https://www.nortonpriory.org/contact.php,,Runcorn,England,Event space for hire ,,,,53.3425,-2.6802,,10:00:00,17:00:00,10:00:00,17:00:00,NA,NA,Closed WED/THU,,,,,https://www.instagram.com/nortonpriory/,,,,,,1,,,,2016,NA,
434,Daresbury Estate ,outgreen,No,Daresbury Lane,Halton,WA44AF,NA,NA,NA,NA,NA,,,,,NA,,Warrington,England,Creamfields ,,,,53.3474,-2.62018,,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,,,,,,,2006,NA,
435,St. Brides,church,no,Percy Street,Liverpool,L87LT,https://stbridesliverpool.org.uk/?fbclid=IwAR2oR3Luwt72P0K_JjE20DAnKtC10azIEIUTANNk8J04f5ME0gIETEieOqk,7804030006,office@stlukeinthecity.org.uk,https://www.facebook.com/stbridesliverpool/?locale=en_GB,https://twitter.com/StBridesLpool,,,emailed,,NA,,Liverpool,England,Event space for hire ,,,,53.39723,-2.96924,,13:00:00,16:00:00,10:00:00,12:30:00,NA,NA,Closed FRI/SAT; WED/10:00/16:00,,160,,,NA,,,,,,,,,,1830,NA,
436,The Queens at Aintree,"bar, pub with music",No,240 Warbreck Moor ,Fazakerley,L90HZ,https://blindtigerinns.co.uk/pubs/the-queens-arms/,1513635528,queensaintree@blindtigerinns.co.uk,https://www.facebook.com/thequeensataintree/?locale=en_GB,https://twitter.com/qaataintree?lang=en,,,,,NA,,Liverpool,England,Covers gigs and larger music programming around the Grand National ,,,,53.47217,-2.95512,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/queensaintree/?hl=en,,,,,,,,,,2015,NA,
437,Tate Liverpool ,Arts,No,Royal Albert Dock ,Liverpool,L34BB,https://www.tate.org.uk/visit/tate-liverpool,1517027400,visiting.liverpool@tate.org.uk,https://www.facebook.com/tateliverpool/?locale=en_GB,https://twitter.com/tateliverpool?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Andrew Richard Blackmore,,Emailed,,NA,,Liverpool,England,Occasional event space,,,,53.40078,-2.99418,,10:00:00,17:50:00,10:00:00,17:50:00,NA,NA,,,,,,https://www.instagram.com/tateliverpool/?hl=en,,,,,,,,,,1988,NA,
438,The Brewers Arms,"bar, pub with music",No,1 Park Street,Neston,CH643RP,NA,1513361627,NA,https://www.facebook.com/profile.php?id=100067790148326,NA,,,,,NA,,Wirral,England,Covers gigs,,,,53.29111,-3.06493,,14:30:00,23:00:00,13:00:00,00:00:00,NA,NA,THU/SUN/13:00/23:00,,,,,NA,,,,,,,,,,1838,NA,
439,West Kirby Social Club,social,No,98 Banks Road ,West Kirby ,CH480RE,NA,1516257657,westkirbysocialclub@gmail.com,https://www.facebook.com/westkirbysocialclub/?locale=en_GB,https://twitter.com/wksocialclub?lang=en,,,,,NA,,Wirral,England,Covers gigs/ tribute acts and occasional original music ,,,,53.36971,-3.18385,,19:00:00,23:00:00,19:00:00,23:00:00,NA,NA,SUN/17:00/23:00,,80,,,NA,,,,,,,,,,,NA,
440,Liverpool Pier Head,outurban ,no,Pier Head,Liverpool,L31DP,NA,NA,NA,https://www.facebook.com/pierheadwaterfront/,NA,,,,,NA,,Liverpool ,England,Occasional event space- larger programming around Eurovision ,,,,53.40491,-2.99639,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,NA,,,,,,,,,,NA,NA,
441,Sennheiser Studio Theatre (LIPA),theatre,No,Mount Street,Liverpool,L19HF,https://lipa.ac.uk/,1513303000,reception@lipa.ac.uk,https://www.facebook.com/LIPALiverpool/?locale=en_GB,https://twitter.com/LIPALiverpool,Liverpool Institute of Performing Arts,Siobhan Roxburgh,s.roxburgh@lipa.ac.uk,,NA,,Liverpool,England,Theatre space and live gigs ,,,,53.39994,-2.9727,,NA,NA,NA,NA,NA,NA,No opening times listed ,,60,N,,https://www.instagram.com/lipaliverpool/?hl=en,,,,,,,,,,,NA,
442,LIPA Bar,"bar, pub with music",No,Mount Street ,Liverpool,L19HF,https://lipa.ac.uk/,1513303133,reception@lipa.ac.uk,https://www.facebook.com/people/Lipa-Bar/100054498008151/,https://twitter.com/lipabar?lang=en,Liverpool Institute of Performing Arts,Siobhan Roxburgh,s.roxburgh@lipa.ac.uk,,NA,,Liverpool,England,2ube every Friday ,,,,53.39982,-2.97197,,15:00:00,23:00:00,15:00:00,23:00:00,NA,NA,,,190,N,,https://www.instagram.com/lipa_bar_ig/?hl=en,,,,,,,,,,1996,NA,
443,LEAF West Kirby ,"bar, pub with music",no,"19 Black Horse Hill, Newton",West Kirby ,CH486DS,https://www.thisisleaf.co.uk/,1515580521,info@leafwestkirby.co.uk,https://www.facebook.com/leafwestkirby/,https://twitter.com/leafwestkirby?lang=en,,,,,NA,,Wirral,England,Covers gigs ,,,,53.37417,-3.16908,,09:00:00,21:00:00,09:00:00,23:00:00,NA,NA,MON/09:00/16:00; TUE/09:00/22:00; SUN/09:00/20:00,,,,,https://www.instagram.com/leafwestkirby/?hl=en,,,,,,,,,,2020,NA,
444,Kazimier Garden,"bar, pub with music",No,32 Seel Street,Liverpool,L14BE,https://www.invisiblewindfactory.com/,NA,garden@thekazimier.co.uk,https://www.facebook.com/KazimierGarden/?locale=en_GB,https://twitter.com/kazimiergarden?lang=en,Invisible Wind Factory Limited,,,,NA,,Liverpool,England,Live gigs during spring/summer season,,,,53.40286,-2.98164,,16:00:00,23:30:00,12:00:00,23:30:00,NA,NA,Closed MON; FRI/16:00/23:30; SUN/12:00/23:30,,,Y ,SA,https://www.instagram.com/kazimiergarden/?hl=en,,,,,,,,,,2016,NA,
445,The Roof Project (PINS) ,social,No,45-61 Duke Street,Liverpool,L15AP,https://www.pinssocialclub.co.uk/,1513700000,info@pinssocialclub.co.uk,https://www.facebook.com/pinssocialclub/,NA,Pins (Liverpool) Limited,Jennifer Eyre,jenn@pinssocialclub.co.uk,,https://www.pinssocialclub.co.uk/contact/,,Liverpool,England,Live gigs during spring/summer season,,,,53.4023,-2.98281,,09:00:00,00:00:00,09:00:00,02:00:00,NA,NA,SUN/09:00/00:00,,400,N,,https://www.instagram.com/pinssocialclub/?hl=en,,,,,,,,,,2022,NA,
446,Camp (Camp & Furnace) ,largemusic,Yes,67 Greenland St,Liverpool,L10BY,https://campandfurnace.com/,1517082890,enquiries@campandfurnace.com,https://www.facebook.com/CampandFurnace.Liverpool/,https://twitter.com/CampandFurnace?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Paul Speed ,Greta Speed,greta@campandfurnace.com,,https://campandfurnace.com/contact/,,Liverpool,England,,,,,53.39438,-2.98016,,NA,NA,NA,NA,NA,NA,No opening times listed ,,1200,N,,https://www.instagram.com/campandfurnace/,,,,1,,,1,,,2012,NA,
447,Lobby Bar (Camp & Furnace),"bar, pub with music",No,67 Greenland St,Liverpool,L10BY,https://campandfurnace.com/,1517082890,enquiries@campandfurnace.com,https://www.facebook.com/CampandFurnace.Liverpool/,https://twitter.com/CampandFurnace?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Paul Speed ,Greta Speed,greta@campandfurnace.com,,https://campandfurnace.com/contact/,,Liverpool,England,,,,,53.39446,-2.98054,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,N,,https://www.instagram.com/campandfurnace/,,,,,,,1,,,2012,NA,
448,HMV Liverpool,other,no,Unit 1 Wiliiamson Square ,Liverpool,L11EJ,https://hmv.com/store-finder/hmv-liverpool,8432210257,NA,https://www.facebook.com/hmv.Liverpool/,https://twitter.com/hmvLiverpool,,,,,NA,,Liverpool,England,Album launch events/ local band showcases,,,,53.4068,-2.98332,,09:00:00,18:00:00,09:00:00,18:00:00,NA,NA,SUN/09:00/17:00,,,N,,https://www.instagram.com/hmvliverpoolone/?hl=en,,,,,,,,,,2021,NA,
449,The Brindley Arts Centre (Theatre),arts,no,Leiria Way,Runcorn,WA71BG,https://thebrindley.org.uk/,0151 907 8360,thebrindley@halton.gov.uk,https://www.facebook.com/thebrindleytheatre/,https://twitter.com/TheBrindley,,Tim Booth ,The.Brindley@halton.gov.uk,,NA,,Runcorn,England,,C,,647496,53.34067,-2.73142,,,,,,19:30:00,22:00:00,,,119,N,,https://www.instagram.com/thebrindleytheatre/,Theatre,Major Live Events,,,,,,,,2004,,
450,The Castle (outdoor venue),outgreen,No,Castle Road,Halton,WA72BE,https://www.thecastlehalton.co.uk/,1928564206,info@thecastlehalton.co.uk,https://www.facebook.com/thecastlehalton,https://twitter.com/thecastlehalton,,Charlie Lock,info@thecastlehalton.co.uk,,NA,,Runcorn ,England,Covers gigs/ Dj events ,,,,53.33304,-2.69566,,12:00:00,22:00:00,12:00:00,00:00:00,NA,NA,,,3000,,,https://www.instagram.com/thecastlehalton/,,,,,,,,,,2021,NA,
451,Rooney’s Sports Bar & Grill,"bar, pub with music",no,1 Chapel Avenue,Liverpool,L92BY,NA,15154587444,NA,NA,NA,,,,,NA,,Liverpool,England,Covers gigs,,,,53.46181,-2.9607,,10:00:00,23:00:00,10:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/rooneyssportsbar/,,,,,,,,,,2023,NA,
452,Ring O’ Bells,"bar, pub with music",no,97 Pit Lane,Widnes,WA89HU,NA,0151 513 0909,ringobells.farnworth@outlook.com,https://www.facebook.com/ringobellsfarnworth/?ref=page_internal,NA,,,,,NA,,Widnes,England,Music on Friday/Saturday and once on Month – Jazz Sunday.,,,,53.38421,-2.72915,,12:00:00,23:00:00,12:00:00,01:00:00,NA,NA,,,,,,https://www.instagram.com/thebellswidnes/?hl=en,,,,,,,,,,,NA,
453,The Crown,"bar, pub with music",no,104 Birchfield Road,Widnes,WA87TE,https://www.thecrownwidnes.co.uk/,1514244077,NA,https://www.facebook.com/Thecrownwidnes/,https://twitter.com/Crown_Widnes,,,,,https://www.thecrownwidnes.co.uk/,,Widnes,England,"Tribute, original Artists ",,,,53.37547,-2.73331,,12:00:00,23:30:00,09:00:00,00:00:00,NA,NA,Closed MON/TUE; SUN/12:00/23:00,,,,,instagram.com/crowninnwidnes/,,,,,,,,,,,NA,
454,Horse and Jockey,"bar, pub with music",no,18 Birchfield Road,Widnes,WA87SU,NA,0151 420 2966,NA,https://www.facebook.com/profile.php?id=100047369358310,NA,,,,,NA,,Widnes,England,"Tributes, Covers and original artists",,,,53.37299,-2.73269,,16:00:00,23:00:00,12:00:00,00:30:00,NA,NA,SUN/12:00/23:30,,,,,https://www.instagram.com/horseandjockey_widnes/?fbclid=IwAR02Ejit5M3B4ar0SJcZmjYT6cB4Olg67qpcVT-ghoN_9h-HGPdmjuRsE9c,,,,,,,,,,,NA,
455,The Norton Arms,"bar, pub with music",No,Main Street,Halton,WA72AD,https://thenortonarms.co.uk/,01928 567642,enquiries@thenortonarms.co.uk,https://www.facebook.com/thenortonarms/,NA,,,,,NA,,Runcorn,England,"Music based events, Open mic",,,,53.33461,-2.69559,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,SUN/12:00/22:30,,,Y ,BOTH,https://www.instagram.com/thenortonarms/ ,,,1,,,,,,,,NA,
456,The Northern Bar,"bar, pub with music",No,82 Halton Road,Runcorn,WA75SB,NA,01928 832639,NA,https://www.facebook.com/thenorthernbar.runcorn/,NA,,,,,NA,,Runcorn,England,Cover events and DJ nights,,,,53.34026,-2.71916,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,2022,NA,
457,Queen of Hearts ,"bar, pub with music",No,Jack Search Way,Murdishaw ,WA76SA,https://www.thequeenofheartspubruncorn.co.uk/,1928352353,QueenofHearts.Runcorn@marstons.co.uk,https://www.facebook.com/Queenofheartsmurdishaw/?locale=en_GB,NA,,Lee Thelwell,,,NA,,Runcorn,England,"Music Events, Open Mic",,,,53.31742,-2.67127,,11:00:00,23:00:00,11:00:00,23:00:00,NA,NA,,,,,,NA,,,1,,,,,,,,NA,
458,The Wilsons ,"bar, pub with music",No,24-30 Bridge Street ,Runcorn,WA71BY,https://wilsonsruncorn.co.uk/,1928641100,NA,https://www.facebook.com/WilsonsRuncornPub/,NA,Inglenook Inns & Taverns ,,,,https://wilsonsruncorn.co.uk/contact/,,Runcorn,England,"Music events, Band nights",,,,53.34172,-2.72747,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,NA,,,,,,,,,,,NA,
459,Arts Bar Baltic ,"bar, pub with music",no,27 Parliament St,Liverpool,L85RN,https://www.liverpoolartsbar.com/,NA,info@liverpoolartsbar.com,https://www.facebook.com/liverpoolartsbar/,https://twitter.com/livartsbar?lang=en,Artsbarbaltic Ltd,,,,https://www.liverpoolartsbar.com/contact-liverpool-arts-bar/,,Liverpool,England,,,,,53.39433,-2.97927,,08:00:00,00:00:00,08:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/artsbarbaltic/,,,1,,,,,,,2023,NA,
460,Bootle Canalside (Salt and Tar),outurban ,Yes,Washington Parade,Bootle,L201AA,NA,NA,NA,https://www.facebook.com/saltandtarbootle,NA,,,,,NA,,Liverpool,England,Summer 2023 gig series including Cast and Red Rum Club,,,,53.45057,-2.99256,,NA,NA,NA,NA,NA,NA,,,500,,,NA,,,,1,,,,,,2023,NA,
461,George Harrison Workshop studio (LIPA),student,no,Mount Street,Liverpool,L19HF,https://lipa.ac.uk/,1513303000,reception@lipa.ac.uk,https://www.facebook.com/LIPALiverpool/?locale=en_GB,https://twitter.com/LIPALiverpool,Liverpool Institute of Performing Arts,Siobhan Roxburgh,s.roxburgh@lipa.ac.uk,,NA,,Liverpool,England,Theatre space and live gigs ,,,,53.39994,-2.9727,,NA,NA,NA,NA,NA,NA,No opening times listed ,,230/150,N,,https://www.instagram.com/lipaliverpool/?hl=en,,,,,,,,,,,,
462,Revolution ,"bar, pub with music",no,St. Peters Square,Liverpool,L14DQ,https://www.revolution-bars.co.uk/bar/liverpool-st-peters-square/,1517098462,NA,https://www.facebook.com/people/Revolution-St-Peters-Square/100069524951900/?paipv=0&eav=AfaAWNhQlrP6YEFT1Cod3sLhUS87H1MK1-tI6wkCpn6UJODXN9GGgqOCo6GVASC8Hfs&_rdr,NA,,,,,,,Liverpool,England,"Live DJ, sax",,,,53.4025,-2.97856,,16:00:00,00:00:00,12:00:00,03:00:00,NA,NA,,,,N,,https://www.instagram.com/revstpeterssq/?hl=en,,,,,,,,,,,NA,
463,The Allerton,"bar, pub with music",no,141 Allerton Road,Liverpool,L182DD,NA,7904158818,Alicebarrett.theallerton@gmail.com,https://www.facebook.com/theotherplacebar/?locale=en_GB,NA,,,,,NA,,Liverpool ,England,covers gigs ,,,,53.38501,-2.90694,,12:00:00,00:30:00,12:00:00,00:30:00,NA,NA,Closed MON,,,Y ,BOTH,https://www.instagram.com/theallertonbar/,,,1,,,,,,,2017,NA,
464,Pizza Punks,Rest,no,30-32 Bold Street ,Liverpool,L14LF,https://pizzapunks.co.uk/pizza-punks-liverpool/,1513128777,liverpool@pizzapunks.co.uk,https://www.facebook.com/pizzapunksliverpool/,https://twitter.com/PizzaPunksUK,LFR Leisure Limited,,,,NA,,Liverpool ,England,Live dj ,,,,53.40402697,-2.980409073,,12:00:00,22:00:00,12:00:00,22:00:00,NA,NA,,,,N,,https://www.instagram.com/pizzapunksofficial/?hl=en,,,,,,,,,,2023,NA,
465,Royal Tavern,"bar, pub with music",no,21-23 Westfield Street,St Helens ,WA101QA,https://www.craftunionpubs.com/royal-tavern-st-helens?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,1744756868,NA,https://www.facebook.com/RoyalTavernStHelens/,NA,Stonegate Group,,,,NA,,St. Helens,England,Covers gigs,,,,53.45347797,-2.739792281,,11:00:00,22:00:00,11:00:00,22:00:00,NA,NA,,,,,,https://www.instagram.com/craftunionpubs/,,,,,,,,,,,NA,
466,The Vault,"bar, pub with music",no,9A Church Street,St Helens ,WA101BA,NA,NA,NA,https://www.facebook.com/vaultsthelens/?locale=en_GB,NA,,,,,NA,,St. Helens,England,"Covers gigs, Live DJ",,,,53.45278296,-2.736742227,,19:00:00,00:00:00,17:0000,01:30:00,NA,NA,Closed MON/TUE/WED,,,,,https://www.instagram.com/vaultsthelens/?hl=en,,,,,,,,,,2019,NA,
467,Brunos Rodizio,Rest,no,Rigby Street,St Helens ,WA102JX,https://www.brunossteakhouse.com/,174420400,NA,https://www.facebook.com/brunosrodiziosthelens/?locale=en_GB,https://twitter.com/BarBrunos,,,,,NA,,St. Helens,England,Covers gigs,,,,53.45538035,-2.741067374,,16:30:00,22:00:00,16:30:00,22:00:00,NA,NA,SUN/15:00/21:00,,,,,NA,,,,,,,,,,,NA,
468,Cinema Bar,"bar, pub with music",no,132 Duke Street,St Helens ,WA102JG,https://cinemabar.co.uk/?fbclid=IwAR1auCdziSV4ZIQ5FXEkdmwvYPElQbePwikNHGP48QwVvZIbbr8b-QGObTc,NA,bar@cinemabar.co.uk,https://www.facebook.com/cinemabarsthelens/,https://twitter.com/CinemabarStH,,,,,NA,,St. Helens,England,Covers gigs,,,,53.45657024,-2.743393138,,17:00:00,23:30:00,16:00:00,00:30:00,NA,NA,Closed MON/TUE/WED,,,Y ,SA,https://www.instagram.com/cinemabarsthelens/,,,,,,,,,,,NA,
469,The Green Room,"bar, pub with music",no,17-19 Duke Street,St Helens ,WA102J,NA,1744731411,NA,https://www.facebook.com/thegreenroomsthelens/,NA,,,,,NA,,St. Helens,England,Covers gigs,,,,53.45551695,-2.740009197,,12:00:00,03:00:00,12:00:00,03:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
470,The Directors Lounge,"bar, pub with music",no,28-30 Barrow Street,St Helens ,WA101RX,https://www.thedirectorslounge.com/,1744808740,phil@thedirectorslounge.com,https://www.facebook.com/people/The-Directors-Lounge-Sports-Bar-Grill/100086992568116/,NA,,,,,NA,,St. Helens,England,Live DJ,,,,53.45339915,-2.736707144,,11:30:00,22:00:00,12:00:00,00:00:00,NA,NA,Closed MON/TUE,,,,,https://www.instagram.com/thedirectorslounge/?igshid=YmMyMTA2M2Y%3D,,,,,,,,,,,NA,
471,Turks Head,"bar, pub with music",no,Cooper Street,St Helens ,WA102DQ,NA,1744751289,NA,NA,NA,,,,,NA,,St. Helens,England,covers gigs,,,,53.45836125,-2.742989379,,12:00:00,20:00:00,12:00:00,20:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
472,The Cowley Vaults,"bar, pub with music",no,50 Cooper Street,St Helens ,WA102BH,https://cowleygrill.co.uk/,1744750849,NA,https://www.facebook.com/profile.php?id=100063750063147,NA,,,,,NA,,St. Helens,England,Covers gigs,,,,53.45840279,-2.742302021,,17:00:00,22:45:00,14:00:00,22:45:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
473,Gerard Arms ,"bar, pub with music",no,Dentons Green Lane ,St Helens ,WA106SD,https://www.greeneking-pubs.co.uk/pubs/merseyside/gerard-arms/,174428894,NA,NA,NA,Greene King Pubs,,,,NA,,St. Helens,England,covers gigs,,,,53.46231396,-2.758526409,,12:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,,,https://www.instagram.com/thegerardarms/,,,,,,,,,,,NA,
474,The Moss Bank,"bar, pub with music",no,Moss Bank Road,St Helens ,WA117BT,NA,1744638245,ianleahysjl@gmail.com,https://www.facebook.com/p/The-Moss-Bank-100048753289526/,NA,,,,,NA,,St. Helens,England,covers gigs,,,,53.47450973,-2.740055687,,11:00:00,00:00:00,11:00:00,01:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
475,Seven Stars Inn,"bar, pub with music",no,"Millbrook Lane, Eccleston",St Helens ,WA104QZ,https://www.greeneking-pubs.co.uk/pubs/merseyside/seven-stars-inn/menu/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_menu,174427275,NA,NA,NA,Greene King Pubs,,,,NA,,St. Helens,England,Covers gigs ,,,,53.45932235,-2.771802197,,12:00:00,23:00:00,10:30:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
476,The Black Bull,"bar, pub with music",no,Knowsley Road,St Helens ,WA104PX,https://www.blackbullsthelens.co.uk/index,174428893,theblackbull1984@hotmail.com,https://www.facebook.com/blackbull.sthelens/?locale=en_GB,,,,,,,,St. Helens,England,Covers gigs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,
477,Bird I'th Hand,"bar, pub with music",no,200 Prescot Road,St Helens ,WA103HE,https://www.thebirdsthelens.co.uk/,1744371029,birdpubltd@outlook.com,https://www.facebook.com/birdithhandsthelens/?ref=bookmarks,NA,,,,,NA,,St. Helens,England,Covers gigs,,,,53.44699612,-2.75865581,,14:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
478,Griffin Inn,"bar, pub with music",no,Church Lane,Eccleston ,WA105AD,https://www.griffininn.co.uk/,174427907,info@griffininn.co.uk,https://www.facebook.com/thegriffininnsthelens/?rf=447587242039397,https://twitter.com/thegriffininn?lang=en,,,,,NA,,St. Helens,England,Covers gigs ,,,,53.45288885,-2.778418444,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,Y ,BOTH,https://www.instagram.com/thegriffininn/,,,,,,,,,,,NA,
